Wvlgth nm,Global tilt W*m-2*nm-1
598.495,0.01742
598.845,0.01771
599.196,0.01742
599.546,0.01926
599.896,0.02044
600.247,0.02044
600.597,0.02001
600.947,0.02168
601.297,0.02193
601.647,0.02229
601.997,0.02295
602.347,0.02454
602.697,0.02538
603.047,0.02596
603.397,0.02658
603.747,0.02662
604.096,0.02874
604.446,0.03006
604.796,0.02977
605.145,0.03112
605.495,0.03303
605.844,0.03204
606.194,0.03306
606.543,0.03533
606.893,0.0372
607.242,0.03727
607.591,0.03862
607.94,0.03889
608.29,0.04154
608.639,0.0425
608.988,0.04305
609.337,0.04475
609.686,0.04667
610.035,0.0476
610.384,0.05206
610.733,0.05361
611.081,0.0552
611.43,0.05697
611.779,0.05705
612.127,0.05723
612.476,0.06244
612.825,0.06506
613.173,0.06462
613.522,0.06908
613.87,0.06779
614.218,0.07126
614.567,0.07318
614.915,0.07503
615.263,0.08042
615.611,0.08128
615.96,0.08571
616.308,0.08608
616.656,0.09044
617.004,0.09428
617.352,0.09837
617.7,0.10567
618.047,0.10466
618.395,0.11323
618.743,0.11285
619.091,0.11879
619.438,0.12584
619.786,0.12735
620.134,0.13264
620.481,0.13823
620.829,0.14525
621.176,0.14841
621.523,0.15944
621.871,0.16072
622.218,0.16671
622.565,0.17341
622.912,0.1831
623.259,0.18866
623.607,0.19453
623.954,0.20225
624.301,0.20558
624.648,0.21194
624.994,0.22314
625.341,0.23028
625.688,0.2376
626.035,0.24585
626.382,0.25096
626.728,0.25985
627.075,0.26146
627.421,0.27308
627.768,0.27716
628.114,0.27635
628.461,0.28964
628.807,0.28611
629.154,0.28948
629.5,0.28918
629.846,0.28695
630.192,0.283
630.538,0.28073
630.884,0.27229
631.231,0.27043
631.577,0.25498
631.922,0.2499
632.268,0.24023
632.614,0.22768
632.96,0.21875
633.306,0.20779
633.651,0.19436
633.997,0.18456
634.343,0.17071
634.688,0.16049
635.034,0.14936
635.379,0.13581
635.725,0.12916
636.07,0.11881
636.415,0.11088
636.761,0.10446
637.106,0.09879
637.451,0.08863
637.796,0.08328
638.141,0.07994
638.486,0.0728
638.831,0.06873
639.176,0.06366
639.521,0.06195
639.866,0.05777
640.211,0.05542
640.555,0.05224
640.9,0.04895
641.245,0.0449
641.589,0.04279
641.934,0.04183
642.278,0.03954
642.623,0.03796
642.967,0.03661
643.312,0.03477
643.656,0.03276
644,0.03063
644.344,0.02834
644.689,0.02789
645.033,0.02854
645.377,0.02403
645.721,0.0238
646.065,0.02245
646.409,0.02109
646.753,0.02093
647.096,0.02058
647.44,0.01917
647.784,0.02046
648.128,0.01811
648.471,0.01749
648.815,0.01636
649.158,0.01823
649.502,0.01381
649.845,0.01454
650.189,0.01557
650.532,0.01413
650.875,0.01174
651.218,0.01128
651.562,0.01196
651.905,0.01132
652.248,0.01068
652.591,0.0124
652.934,0.01236
653.277,0.01098
653.62,0.01096
653.963,0.00934
654.305,0.01101
654.648,0.00945
654.991,0.01024
655.334,0.00889
655.676,0.00816
656.019,0.00956
656.361,0.01003
656.704,0.00967
657.046,0.00897
657.389,0.00963
657.731,0.00831
658.073,0.00808
658.415,0.00784
658.757,0.00827
659.1,0.00779
659.442,0.00889
659.784,0.00794
660.126,0.00951
660.468,0.00962
660.809,0.0077
661.151,0.00914
661.493,0.00901
661.835,0.0093
662.177,0.00809
662.518,0.00892
662.86,0.00877
663.201,0.00838
663.543,0.00746
663.884,0.00785
664.226,0.00795
664.567,0.0076
664.908,0.00721
665.249,0.00805
665.591,0.00815
665.932,0.00632
666.273,0.00775
666.614,0.00735
666.955,0.00745
667.296,0.00859
667.637,0.00785
667.978,0.00855
668.318,0.00795
668.659,0.00745
669,0.01021
669.341,0.0075
669.681,0.00644
670.022,0.0081
670.362,0.00714
670.703,0.00739
671.043,0.0081
671.383,0.00759
671.724,0.00728
672.064,0.0085
672.404,0.00789
672.744,0.00758
673.085,0.00712
673.425,0.00732
673.765,0.00753
674.105,0.00825
674.444,0.00655
674.784,0.00809
675.124,0.00809
675.464,0.00767
675.804,0.00829
676.143,0.00751
676.483,0.00798
676.823,0.0085
677.162,0.00866
677.501,0.00829
677.841,0.00803
678.18,0.00834
678.52,0.00876
678.859,0.00829
679.198,0.0076
679.537,0.00791
679.876,0.00712
680.215,0.00775
680.555,0.00796
680.894,0.00604
681.232,0.00806
681.571,0.00827
681.91,0.00752
682.249,0.00881
682.588,0.00697
682.926,0.00793
683.265,0.00859
683.604,0.00792
683.942,0.00896
684.281,0.00749
684.619,0.00791
684.957,0.0089
685.296,0.0079
685.634,0.01011
685.972,0.00762
686.31,0.0085
686.649,0.00856
686.987,0.00928
687.325,0.00682
687.663,0.01
688.001,0.00725
688.338,0.00955
688.676,0.00769
689.014,0.00599
689.352,0.00886
689.69,0.00801
690.027,0.0072
690.365,0.00726
690.702,0.00804
691.04,0.0081
691.377,0.00803
691.715,0.00894
692.052,0.00883
692.389,0.00928
692.726,0.00788
693.064,0.00786
693.401,0.00833
693.738,0.00914
694.075,0.00968
694.412,0.0089
694.749,0.0089
695.086,0.00978
695.423,0.00803
695.759,0.00821
696.096,0.0088
696.433,0.00711
696.769,0.00963
697.106,0.00852
697.443,0.0098
697.779,0.00918
698.116,0.00984
698.452,0.00853
698.788,0.00797
699.125,0.00764
699.461,0.00949
699.797,0.00755
700.133,0.00953
700.469,0.01002
700.805,0.01059
701.141,0.00843
701.477,0.00779
701.813,0.00847
702.149,0.01049
702.485,0.00876
702.82,0.00804
703.156,0.0115
703.492,0.01053
703.827,0.00993
704.163,0.0098
704.498,0.00854
704.834,0.01035
705.169,0.00944
705.505,0.00902
705.84,0.00807
706.175,0.00944
706.51,0.00868
706.845,0.01008
707.18,0.0108
707.515,0.00903
707.85,0.01145
708.185,0.01029
708.52,0.01006
708.855,0.01122
709.19,0.01202
709.525,0.01038
709.859,0.00981
710.194,0.01082
710.529,0.00935
710.863,0.01101
711.198,0.00842
711.532,0.01062
711.866,0.01074
712.201,0.01081
712.535,0.01114
712.869,0.01069
713.203,0.01116
713.537,0.01074
713.872,0.01014
714.206,0.00829
714.54,0.00933
714.873,0.01102
715.207,0.01037
715.541,0.00984
715.875,0.0101
716.209,0.01003
716.542,0.01058
716.876,0.0115
717.21,0.00843
717.543,0.01119
717.877,0.01256
718.21,0.01254
718.543,0.01135
718.877,0.01058
719.21,0.01215
719.543,0.01182
719.876,0.01135
720.209,0.00955
720.542,0.01041
720.875,0.01056
721.208,0.01061
721.541,0.01035
721.874,0.01339
722.207,0.01146
722.54,0.01143
722.872,0.01097
723.205,0.01286
723.538,0.01137
723.87,0.01118
724.203,0.00893
724.535,0.01091
724.868,0.00908
725.2,0.01236
725.532,0.00841
725.865,0.01325
726.197,0.01112
726.529,0.01164
726.861,0.01034
727.193,0.01081
727.525,0.01125
727.857,0.01253
728.189,0.01202
728.521,0.01239
728.853,0.00797
729.184,0.01171
729.516,0.01155
729.848,0.01005
730.179,0.01025
730.511,0.00976
730.842,0.00972
731.174,0.01197
731.505,0.01353
731.836,0.01103
732.168,0.01325
732.499,0.01189
732.83,0.01144
733.161,0.01335
733.492,0.00982
733.823,0.01044
734.154,0.01061
734.485,0.01174
734.816,0.013
735.147,0.01531
735.478,0.0114
735.808,0.01136
736.139,0.01517
736.47,0.01242
736.8,0.01196
737.131,0.01042
737.461,0.0132
737.792,0.01217
738.122,0.01496
738.452,0.01321
738.782,0.01071
739.113,0.01282
739.443,0.01092
739.773,0.01287
740.103,0.01196
740.433,0.0123
740.763,0.01392
741.093,0.01174
741.423,0.01397
741.752,0.01186
742.082,0.01367
742.412,0.01239
742.742,0.01327
743.071,0.01669
743.401,0.0139
743.73,0.01216
744.06,0.01386
744.389,0.01221
744.718,0.01162
745.048,0.01148
745.377,0.01134
745.706,0.01179
746.035,0.01592
746.364,0.01379
746.693,0.01187
747.022,0.01109
747.351,0.01066
747.68,0.01273
748.009,0.01273
748.338,0.01277
748.666,0.01212
748.995,0.01383
749.323,0.01304
749.652,0.01658
749.981,0.01159
750.309,0.01182
750.637,0.01816
750.966,0.01195
751.294,0.01416
751.622,0.01449
751.95,0.01406
752.279,0.01112
752.607,0.01259
752.935,0.01664
753.263,0.01545
753.591,0.01569
753.919,0.01285
754.246,0.01308
754.574,0.01225
754.902,0.01414
755.23,0.01624
755.557,0.01442
755.885,0.01418
756.212,0.01319
756.54,0.01373
756.867,0.01229
757.195,0.01232
757.522,0.01306
757.849,0.01256
758.176,0.0118
758.503,0.01374
758.831,0.01258
759.158,0.01473
759.485,0.01963
759.812,0.01381
760.138,0.01741
760.465,0.01686
760.792,0.01496
761.119,0.01332
761.446,0.01598
761.772,0.0153
762.099,0.01297
762.425,0.01411
762.752,0.01789
763.078,0.01591
763.405,0.01438
763.731,0.01653
764.057,0.01404
764.383,0.01472
764.71,0.01837
765.036,0.01395
765.362,0.014
765.688,0.01746
766.014,0.01139
766.34,0.01692
766.665,0.01448
766.991,0.01604
767.317,0.01739
767.643,0.01683
767.968,0.01305
768.294,0.01539
768.619,0.01492
768.945,0.01452
769.27,0.01357
769.596,0.01543
769.921,0.01849
770.246,0.01349
770.572,0.01537
770.897,0.01768
771.222,0.015
771.547,0.01634
771.872,0.01936
772.197,0.01551
772.522,0.0149
772.847,0.01703
773.171,0.01537
773.496,0.01623
773.821,0.01592
774.146,0.01448
774.47,0.01704
774.795,0.01673
775.119,0.01407
775.444,0.01877
775.768,0.01779
776.092,0.01558
776.417,0.01683
776.741,0.01607
777.065,0.01701
777.389,0.01705
777.713,0.02009
778.037,0.01784
778.361,0.01751
778.685,0.01523
779.009,0.01702
779.333,0.02138
779.657,0.02105
779.98,0.01761
780.304,0.0191
780.627,0.0183
780.951,0.01719
781.274,0.0183
781.598,0.01679
781.921,0.01299
782.245,0.01978
782.568,0.02248
782.891,0.02044
783.214,0.01764
783.537,0.01676
783.861,0.01865
784.184,0.01737
784.506,0.02241
784.829,0.02259
785.152,0.01785
785.475,0.01852
785.798,0.02296
786.12,0.01723
786.443,0.01847
786.766,0.01981
787.088,0.01901
787.411,0.01945
787.733,0.01784
788.056,0.022
788.378,0.01788
788.7,0.02044
789.022,0.01869
789.345,0.01927
789.667,0.01981
789.989,0.01635
790.311,0.01662
790.633,0.01706
790.955,0.01896
791.276,0.01787
791.598,0.02103
791.92,0.01986
792.242,0.01796
792.563,0.02113
792.885,0.02113
793.206,0.01722
793.528,0.02027
793.849,0.01712
794.171,0.01784
794.492,0.01565
794.813,0.02146
795.134,0.02132
795.456,0.01779
795.777,0.01824
796.098,0.01856
796.419,0.01814
796.74,0.02027
797.061,0.01934
797.381,0.0191
797.702,0.02068
798.023,0.02129
798.344,0.01937
798.664,0.01692
798.985,0.0219
799.305,0.02166
799.626,0.02114
799.946,0.01764
800.267,0.02095
800.587,0.01971
800.907,0.01708
801.227,0.02085
801.548,0.02118
801.868,0.02084
802.188,0.01914
802.508,0.02243
802.828,0.02355
803.147,0.02052
803.467,0.02458
803.787,0.02581
804.107,0.01955
804.426,0.02301
804.746,0.01834
805.066,0.023
805.385,0.0219
805.705,0.02239
806.024,0.02022
806.343,0.02268
806.663,0.02429
806.982,0.01982
807.301,0.0225
807.62,0.01814
807.939,0.0176
808.258,0.02397
808.577,0.01864
808.896,0.01715
809.215,0.02312
809.534,0.02702
809.852,0.01767
810.171,0.01474
810.49,0.0248
810.808,0.02219
811.127,0.02131
811.445,0.01947
811.764,0.02406
812.082,0.02836
812.401,0.02869
812.719,0.02275
813.037,0.02715
813.355,0.02334
813.673,0.02392
813.991,0.02623
814.309,0.02415
814.627,0.0234
814.945,0.02725
815.263,0.02938
815.581,0.02506
815.899,0.02486
816.216,0.02855
816.534,0.02435
816.851,0.01924
817.169,0.02504
817.486,0.02531
817.804,0.02632
818.121,0.03116
818.438,0.02407
818.756,0.02043
819.073,0.03119
819.39,0.0258
819.707,0.0329
820.024,0.02075
820.341,0.02535
820.658,0.01926
820.975,0.02502
821.292,0.02643
821.608,0.02472
821.925,0.02758
822.242,0.02604
822.558,0.02337
822.875,0.02195
823.191,0.03204
823.508,0.03087
823.824,0.03108
824.141,0.03271
824.457,0.02634
824.773,0.03085
825.089,0.02631
825.405,0.02489
825.721,0.02579
826.037,0.02567
826.353,0.03007
826.669,0.02311
826.985,0.03348
827.301,0.03125
827.617,0.0296
827.932,0.0207
828.248,0.02443
828.563,0.0245
828.879,0.0214
829.194,0.02477
829.51,0.03494
829.825,0.02912
830.14,0.03298
830.456,0.0273
830.771,0.02575
831.086,0.03275
831.401,0.02847
831.716,0.03177
832.031,0.02507
832.346,0.02982
832.661,0.03102
832.976,0.02961
833.29,0.03271
833.605,0.03371
833.92,0.03278
834.234,0.03509
834.549,0.0341
834.863,0.02964
835.178,0.03373
835.492,0.03011
835.806,0.02735
836.121,0.03322
836.435,0.02911
836.749,0.02901
837.063,0.02954
837.377,0.03441
837.691,0.037
838.005,0.03419
838.319,0.02953
838.633,0.02758
838.946,0.03576
839.26,0.03752
839.574,0.02838
839.887,0.03013
840.201,0.03587
840.514,0.02915
840.828,0.03587
841.141,0.02844
841.455,0.03829
841.768,0.04035
842.081,0.03572
842.394,0.03682
842.707,0.03213
843.02,0.03032
843.333,0.02995
843.646,0.03695
843.959,0.04003
844.272,0.0353
844.585,0.03742
844.898,0.03379
845.21,0.04189
845.523,0.0456
845.835,0.03823
846.148,0.03585
846.46,0.02712
846.773,0.03942
847.085,0.02911
847.397,0.03659
847.71,0.03595
848.022,0.03917
848.334,0.0404
848.646,0.03431
848.958,0.04272
849.27,0.03373
849.582,0.03385
849.894,0.03717
850.205,0.0399
850.517,0.03368
850.829,0.03167
851.141,0.03663
851.452,0.0389
851.764,0.03289
852.075,0.03733
852.386,0.03257
852.698,0.03082
853.009,0.03912
853.32,0.04172
853.632,0.03585
853.943,0.0357
854.254,0.03475
854.565,0.04187
854.876,0.04005
855.187,0.04665
855.497,0.04765
855.808,0.03088
856.119,0.03528
856.43,0.03425
856.74,0.0378
857.051,0.03767
857.361,0.03206
857.672,0.04143
857.982,0.04393
858.293,0.03941
858.603,0.03874
858.913,0.03592
859.223,0.05197
859.533,0.04922
859.844,0.04407
860.154,0.04575
860.464,0.04024
860.773,0.04191
861.083,0.04118
861.393,0.04282
861.703,0.04121
862.013,0.04111
862.322,0.05482
862.632,0.04917
862.941,0.03944
863.251,0.03355
863.56,0.04266
863.869,0.05206
864.179,0.04498
864.488,0.04498
864.797,0.04382
865.106,0.03743
865.415,0.0582
865.724,0.03876
866.033,0.04586
866.342,0.04011
866.651,0.04663
866.96,0.04214
867.269,0.04115
867.577,0.05464
867.886,0.04917
868.195,0.04718
868.503,0.04461
868.812,0.0426
869.12,0.04671
869.428,0.04908
869.737,0.04236
870.045,0.05704
870.353,0.04481
870.661,0.05008
870.969,0.05529
871.277,0.04597
871.585,0.05684
871.893,0.05734
872.201,0.03894
872.509,0.05571
872.817,0.0607
873.124,0.06339
873.432,0.0545
873.739,0.05776
874.047,0.0524
874.354,0.04691
874.662,0.05506
874.969,0.051
875.276,0.05292
875.584,0.05292
875.891,0.04547
876.198,0.04585
876.505,0.04925
876.812,0.05042
877.119,0.05271
