Wvlgth nm,Global tilt W*m-2*nm-1
636.415,5.32E-03
636.761,5.85E-03
637.106,5.52E-03
637.451,5.23E-03
637.796,6.47E-03
638.141,6.64E-03
638.486,7.87E-03
638.831,7.52E-03
639.176,6.77E-03
639.521,6.73E-03
639.866,6.27E-03
640.211,6.74E-03
640.555,6.53E-03
640.9,6.62E-03
641.245,6.41E-03
641.589,6.49E-03
641.934,7.22E-03
642.278,7.01E-03
642.623,6.96E-03
642.967,7.40E-03
643.312,5.99E-03
643.656,6.33E-03
644,6.63E-03
644.344,7.88E-03
644.689,7.03E-03
645.033,6.29E-03
645.377,6.90E-03
645.721,7.69E-03
646.065,6.69E-03
646.409,6.90E-03
646.753,7.22E-03
647.096,6.47E-03
647.44,6.56E-03
647.784,7.80E-03
648.128,6.74E-03
648.471,7.31E-03
648.815,6.74E-03
649.158,6.78E-03
649.502,6.11E-03
649.845,8.04E-03
650.189,6.83E-03
650.532,7.77E-03
650.875,6.83E-03
651.218,6.97E-03
651.562,8.01E-03
651.905,8.61E-03
652.248,7.29E-03
652.591,6.28E-03
652.934,7.43E-03
653.277,7.71E-03
653.62,7.48E-03
653.963,7.16E-03
654.305,6.74E-03
654.648,7.25E-03
654.991,8.97E-03
655.334,5.48E-03
655.676,7.53E-03
656.019,6.83E-03
656.361,7.53E-03
656.704,6.50E-03
657.046,6.88E-03
657.389,8.39E-03
657.731,7.87E-03
658.073,8.06E-03
658.415,8.44E-03
658.757,7.40E-03
659.1,6.20E-03
659.442,6.49E-03
659.784,7.25E-03
660.126,7.54E-03
660.468,6.96E-03
660.809,7.78E-03
661.151,6.96E-03
661.493,7.69E-03
661.835,8.32E-03
662.177,7.54E-03
662.518,7.39E-03
662.86,8.86E-03
663.201,8.13E-03
663.543,8.81E-03
663.884,8.47E-03
664.226,7.10E-03
664.567,8.32E-03
664.908,7.69E-03
665.249,7.79E-03
665.591,8.38E-03
665.932,7.79E-03
666.273,8.33E-03
666.614,8.83E-03
666.955,7.93E-03
667.296,6.64E-03
667.637,7.28E-03
667.978,8.93E-03
668.318,6.98E-03
668.659,9.69E-03
669,7.03E-03
669.341,9.24E-03
669.681,7.98E-03
670.022,9.55E-03
670.362,7.68E-03
670.703,7.32E-03
671.043,7.27E-03
671.383,8.79E-03
671.724,7.93E-03
672.064,6.96E-03
672.404,8.90E-03
672.744,7.82E-03
673.085,8.90E-03
673.425,9.11E-03
673.765,7.20E-03
674.105,8.95E-03
674.444,8.85E-03
674.784,8.28E-03
675.124,8.59E-03
675.464,7.30E-03
675.804,9.58E-03
676.143,9.01E-03
676.483,7.97E-03
676.823,6.97E-03
677.162,6.70E-03
677.501,8.75E-03
677.841,8.07E-03
678.18,8.38E-03
678.52,7.80E-03
678.859,8.80E-03
679.198,8.59E-03
679.537,8.05E-03
679.876,9.81E-03
680.215,8.85E-03
680.555,9.22E-03
680.894,7.94E-03
681.232,9.12E-03
681.571,7.83E-03
681.91,7.67E-03
682.249,1.03E-02
682.588,8.95E-03
682.926,8.19E-03
683.265,7.92E-03
683.604,1.03E-02
683.942,8.62E-03
684.281,9.16E-03
684.619,7.62E-03
684.957,7.90E-03
685.296,8.27E-03
685.634,9.38E-03
685.972,9.38E-03
686.31,8.38E-03
686.649,7.82E-03
686.987,9.26E-03
687.325,8.26E-03
687.663,7.25E-03
688.001,8.24E-03
688.338,9.09E-03
688.676,1.03E-02
689.014,8.18E-03
689.352,9.53E-03
689.69,7.20E-03
690.027,8.32E-03
690.365,8.55E-03
690.702,8.60E-03
691.04,8.77E-03
691.377,1.08E-02
691.715,9.27E-03
692.052,7.88E-03
692.389,7.92E-03
692.726,7.69E-03
693.064,1.03E-02
693.401,1.00E-02
693.738,1.13E-02
694.075,1.09E-02
694.412,1.07E-02
694.749,9.29E-03
695.086,8.86E-03
695.423,9.99E-03
695.759,1.05E-02
696.096,1.02E-02
696.433,8.42E-03
696.769,8.70E-03
697.106,1.01E-02
697.443,9.29E-03
697.779,9.03E-03
698.116,1.03E-02
698.452,8.94E-03
698.788,1.06E-02
699.125,8.92E-03
699.461,8.91E-03
699.797,8.78E-03
700.133,1.14E-02
700.469,9.88E-03
700.805,1.01E-02
701.141,9.67E-03
701.477,1.11E-02
701.813,8.64E-03
702.149,1.05E-02
702.485,1.01E-02
702.82,1.10E-02
703.156,9.99E-03
703.492,1.24E-02
703.827,1.04E-02
704.163,8.42E-03
704.498,1.17E-02
704.834,8.83E-03
705.169,1.01E-02
705.505,9.85E-03
705.84,1.12E-02
706.175,9.88E-03
706.51,1.18E-02
706.845,1.01E-02
707.18,1.02E-02
707.515,9.41E-03
707.85,1.18E-02
708.185,1.26E-02
708.52,1.26E-02
708.855,9.98E-03
709.19,1.00E-02
709.525,1.03E-02
709.859,1.26E-02
710.194,9.77E-03
710.529,1.22E-02
710.863,1.06E-02
711.198,1.10E-02
711.532,1.08E-02
711.866,1.32E-02
712.201,1.04E-02
712.535,1.14E-02
712.869,1.18E-02
713.203,1.16E-02
713.537,1.31E-02
713.872,1.09E-02
714.206,1.08E-02
714.54,1.17E-02
714.873,9.99E-03
715.207,1.25E-02
715.541,1.13E-02
715.875,1.04E-02
716.209,1.08E-02
716.542,1.04E-02
716.876,1.35E-02
717.21,1.18E-02
717.543,1.32E-02
717.877,1.24E-02
718.21,1.00E-02
718.543,1.36E-02
718.877,1.10E-02
719.21,1.03E-02
719.543,1.11E-02
719.876,1.10E-02
720.209,1.12E-02
720.542,1.21E-02
720.875,1.06E-02
721.208,1.30E-02
721.541,1.04E-02
721.874,1.31E-02
722.207,1.19E-02
722.54,1.19E-02
722.872,1.42E-02
723.205,1.09E-02
723.538,1.24E-02
723.87,1.28E-02
724.203,1.28E-02
724.535,1.39E-02
724.868,1.33E-02
725.2,1.11E-02
725.532,1.29E-02
725.865,1.37E-02
726.197,1.18E-02
726.529,1.25E-02
726.861,1.27E-02
727.193,1.02E-02
727.525,1.18E-02
727.857,1.32E-02
728.189,1.12E-02
728.521,1.21E-02
728.853,1.08E-02
729.184,1.09E-02
729.516,1.24E-02
729.848,1.06E-02
730.179,1.36E-02
730.511,1.62E-02
730.842,1.13E-02
731.174,1.23E-02
731.505,1.38E-02
731.836,1.16E-02
732.168,1.26E-02
732.499,9.64E-03
732.83,1.26E-02
733.161,1.18E-02
733.492,1.35E-02
733.823,1.07E-02
734.154,1.40E-02
734.485,1.38E-02
734.816,1.31E-02
735.147,1.45E-02
735.478,1.44E-02
735.808,1.40E-02
736.139,1.20E-02
736.47,1.37E-02
736.8,1.05E-02
737.131,1.25E-02
737.461,1.42E-02
737.792,1.61E-02
738.122,1.36E-02
738.452,1.20E-02
738.782,1.30E-02
739.113,1.38E-02
739.443,1.57E-02
739.773,1.44E-02
740.103,1.45E-02
740.433,1.44E-02
740.763,1.30E-02
741.093,1.66E-02
741.423,1.61E-02
741.752,1.34E-02
742.082,1.43E-02
742.412,1.50E-02
742.742,1.24E-02
743.071,1.16E-02
743.401,1.46E-02
743.73,1.39E-02
744.06,1.61E-02
744.389,1.50E-02
744.718,1.41E-02
745.048,1.42E-02
745.377,1.44E-02
745.706,1.37E-02
746.035,1.21E-02
746.364,1.35E-02
746.693,1.20E-02
747.022,1.56E-02
747.351,1.29E-02
747.68,1.68E-02
748.009,1.52E-02
748.338,1.36E-02
748.666,1.47E-02
748.995,1.46E-02
749.323,1.39E-02
749.652,1.49E-02
749.981,1.37E-02
750.309,1.34E-02
750.637,1.43E-02
750.966,1.33E-02
751.294,1.29E-02
751.622,1.41E-02
751.95,1.70E-02
752.279,1.55E-02
752.607,1.50E-02
752.935,1.45E-02
753.263,1.48E-02
753.591,1.70E-02
753.919,1.40E-02
754.246,1.70E-02
754.574,1.70E-02
754.902,1.67E-02
755.23,1.64E-02
755.557,1.33E-02
755.885,1.60E-02
756.212,1.50E-02
756.54,1.41E-02
756.867,1.71E-02
757.195,1.50E-02
757.522,1.74E-02
757.849,1.57E-02
758.176,1.71E-02
758.503,1.52E-02
758.831,1.60E-02
759.158,1.56E-02
759.485,1.66E-02
759.812,1.92E-02
760.138,1.56E-02
760.465,1.34E-02
760.792,1.57E-02
761.119,1.79E-02
761.446,1.28E-02
761.772,1.73E-02
762.099,1.36E-02
762.425,1.39E-02
762.752,1.71E-02
763.078,1.72E-02
763.405,1.62E-02
763.731,1.94E-02
764.057,1.52E-02
764.383,1.56E-02
764.71,1.59E-02
765.036,1.46E-02
765.362,1.77E-02
765.688,1.42E-02
766.014,1.75E-02
766.34,1.40E-02
766.665,1.45E-02
766.991,1.77E-02
767.317,1.65E-02
767.643,1.71E-02
767.968,1.69E-02
768.294,1.71E-02
768.619,1.73E-02
768.945,1.76E-02
769.27,1.71E-02
769.596,1.74E-02
769.921,1.38E-02
770.246,1.57E-02
770.572,1.84E-02
770.897,1.97E-02
771.222,1.85E-02
771.547,1.88E-02
771.872,1.61E-02
772.197,1.82E-02
772.522,1.85E-02
772.847,1.44E-02
773.171,1.91E-02
773.496,1.98E-02
773.821,1.69E-02
774.146,2.03E-02
774.47,1.94E-02
774.795,1.95E-02
775.119,1.81E-02
775.444,1.84E-02
775.768,1.90E-02
776.092,2.06E-02
776.417,1.69E-02
776.741,1.88E-02
777.065,1.98E-02
777.389,2.06E-02
777.713,1.93E-02
778.037,1.67E-02
778.361,1.75E-02
778.685,1.89E-02
779.009,1.91E-02
779.333,1.73E-02
779.657,1.90E-02
779.98,2.05E-02
780.304,2.10E-02
780.627,1.74E-02
780.951,2.02E-02
781.274,2.15E-02
781.598,1.81E-02
781.921,2.20E-02
782.245,1.86E-02
782.568,1.57E-02
782.891,2.05E-02
783.214,2.12E-02
783.537,2.06E-02
783.861,2.05E-02
784.184,1.95E-02
784.506,2.36E-02
784.829,1.96E-02
